id,symbol,side,pattern,signal,setup,aoi_kind,trend,entry_index,exit_index,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,planned_rr,entry_cash,entry_equity,margin,notional,pnl,pnl_pct,account_pct,margin_return_pct,exit_reason,score
379,EURUSD=X,short,alexg5|EURUSD|GBP>JPY|bearish|continuation|support|momentum|GBP:+0.0049|USD:+0.0007|CHF:+0.0004|CAD:-0.0005|g:13914:1.17164612:1.17315227:1.16863382,momentum,continuation,support,bearish,13915,13916,2025-12-18 13:00:00+00:00,2025-12-18 14:00:00+00:00,1.1731522679328918,1.1733868983864784,1.1733868983864784,1.1722472647547724,3.8571,3117.0133,3117.0133,31.1701,155850.666,-31.1701,-0.0001999999999999461,-0.01,-1.0,margin_stop,3.857142857142857
380,USDCHF=X,long,alexg5|USDCHF|USD>AUD|bullish|continuation|resistance|bullish_engulfing|USD:+0.0034|EUR:+0.0028|CHF:-0.0004|GBP:-0.0018|g:13861:0.79549998:0.79398452:0.80012000,bullish_engulfing,continuation,resistance,bullish,13873,13874,2025-12-18 13:00:00+00:00,2025-12-18 14:00:00+00:00,0.7939845159649849,0.7938257190617919,0.7938257190617919,0.794597018305872,3.8571,3085.8432,3117.0133,30.8584,154292.1593,-30.8584,-0.00019999999999998044,-0.01,-1.0,margin_stop,3.857142857142857
381,GBPJPY=X,short,alexg5|GBPJPY|NZD>USD|bearish|continuation|support|momentum|NZD:+0.0052|AUD:+0.0047|CHF:+0.0034|JPY:+0.0033|g:13994:210.51899719:211.01551167:207.87300110,momentum,continuation,support,bearish,13998,13999,2025-12-23 21:00:00+00:00,2025-12-23 22:00:00+00:00,211.01551167297364,211.05771477530823,211.05771477530823,210.85186699045178,3.8776,3054.9848,3054.9848,30.5498,152749.2378,-30.5498,-0.00019999999999994135,-0.01,-1.0,margin_stop,3.8775510204081627
382,EURJPY=X,short,alexg5|EURJPY|USD>EUR|bearish|continuation|support|momentum|USD:+0.0010|CAD:+0.0005|JPY:+0.0003|GBP:+0.0002|g:14028:183.34599304:183.68248749:182.67300415,momentum,continuation,support,bearish,14033,14034,2025-12-25 06:00:00+00:00,2025-12-25 07:00:00+00:00,183.68248748779297,183.7192239852905,183.7192239852905,183.53966498221578,3.8878,3024.4349,3024.4349,30.2443,151221.7454,-30.2443,-0.00019999999999991533,-0.01,-1.0,margin_stop,3.887755102040816
383,USDJPY=X,long,alexg5|USDJPY|AUD>JPY|bullish|continuation|resistance|momentum|AUD:+0.0027|EUR:+0.0018|CAD:+0.0017|GBP:+0.0010|g:13970:156.44900513:156.14250946:157.06199646,momentum,continuation,resistance,bullish,13978,13979,2025-12-29 00:00:00+00:00,2025-12-29 01:00:00+00:00,156.14250946044922,156.26423688619184,156.11128095855713,156.26423688619184,3.898,2994.1906,2994.1906,29.9419,149709.5279,116.7123,0.0007795918367345903,0.03897959183672951,3.8979591836729512,take_profit,3.8979591836734695
384,GBPJPY=X,short,alexg5|GBPJPY|JPY>NZD|bearish|continuation|support|momentum|JPY:+0.0011|AUD:+0.0010|USD:+0.0003|EUR:-0.0002|g:14071:210.47300720:211.02047057:207.91200256,momentum,continuation,support,bearish,14074,14075,2025-12-29 10:00:00+00:00,2025-12-29 11:00:00+00:00,211.0204705657959,211.06267465990905,211.06267465990905,210.85719614109556,3.8687,3110.9029,3110.9029,31.109,155545.1442,-31.109,-0.00019999999999993577,-0.01,-1.0,margin_stop,3.8686868686868685
385,AUDUSD=X,short,alexg5|AUDUSD|USD>NZD|bearish|continuation|support|momentum|USD:+0.0035|CAD:+0.0003|EUR:-0.0005|GBP:-0.0008|g:14199:0.66760129:0.66902748:0.66102594,momentum,continuation,support,bearish,14232,14233,2026-01-02 01:00:00+00:00,2026-01-02 02:00:00+00:00,0.6690274769663811,0.6691612824617743,0.6691612824617743,0.6685084738327347,3.8788,3079.7939,3079.7939,30.7979,153989.6928,-30.7979,-0.00019999999999990596,-0.01,-1.0,margin_stop,3.878787878787879
386,NZDUSD=X,long,alexg5|NZDUSD|NZD>CAD|bullish|continuation|resistance|momentum|NZD:+0.0046|AUD:+0.0031|CHF:+0.0004|GBP:+0.0003|g:14235:0.57753390:0.57570454:0.58119261,momentum,continuation,resistance,bullish,14244,14245,2026-01-05 00:00:00+00:00,2026-01-05 01:00:00+00:00,0.5757045447826385,0.5755894038736821,0.5755894038736821,0.576152314984136,3.8889,3048.9959,3048.9959,30.49,152449.7958,-30.49,-0.00019999999999991577,-0.01,-1.0,margin_stop,3.8888888888888893
387,NZDUSD=X,long,alexg5|NZDUSD|NZD>USD|bullish|continuation|resistance|momentum|NZD:+0.0066|GBP:+0.0060|AUD:+0.0052|CHF:+0.0018|g:14269:0.57960933:0.57881770:0.58119261,momentum,continuation,resistance,bullish,14279,14280,2026-01-06 11:00:00+00:00,2026-01-06 12:00:00+00:00,0.5788176953792572,0.5787019318401814,0.5787019318401814,0.5792690562487852,3.899,3018.506,3018.506,30.1851,150925.2979,-30.1851,-0.0001999999999999638,-0.01,-1.0,margin_stop,3.898989898989899
388,GBPJPY=X,long,alexg5|GBPJPY|AUD>CHF|bullish|continuation|resistance|momentum|AUD:+0.0034|USD:+0.0010|EUR:+0.0001|GBP:-0.0005|g:14204:211.68499756:211.45199585:212.15100098,momentum,continuation,resistance,bullish,14206,14207,2026-01-06 19:00:00+00:00,2026-01-06 20:00:00+00:00,211.45199584960938,211.40970545043945,211.40970545043945,211.61731286454636,3.9091,2988.3209,2988.3209,29.8832,149416.0449,-29.8832,-0.00020000000000003183,-0.01,-1.0,margin_stop,3.9090909090909087
389,USDJPY=X,long,alexg5|USDJPY|USD>NZD|bullish|continuation|resistance|momentum|USD:+0.0049|EUR:+0.0005|JPY:-0.0009|CHF:-0.0030|g:14162:156.95500183:156.78350067:157.29800415,momentum,continuation,resistance,bullish,14166,14168,2026-01-08 17:00:00+00:00,2026-01-08 19:00:00+00:00,156.78350067138672,156.90639359716548,156.75214397125245,156.90639359716548,3.9192,2958.4377,2958.4377,29.5844,147921.8845,115.9469,0.000783838383838212,0.039191919191910604,3.91919191919106,take_profit,3.9191919191919196
390,AUDUSD=X,short,alexg5|AUDUSD|EUR>JPY|bearish|continuation|support|bearish_engulfing|EUR:+0.0022|USD:+0.0011|GBP:+0.0008|CHF:+0.0007|g:14377:0.66965783:0.67075294:0.66746759,bearish_engulfing,continuation,support,bearish,14380,14381,2026-01-12 07:00:00+00:00,2026-01-12 08:00:00+00:00,0.6707529425621033,0.6708870931506157,0.6708870931506157,0.67023109677279,3.89,3074.3845,3074.3845,30.7438,153719.227,-30.7438,-0.0001999999999999767,-0.01,-1.0,margin_stop,3.89
391,AUDUSD=X,short,alexg5|AUDUSD|GBP>JPY|bearish|continuation|support|momentum|GBP:+0.0027|USD:+0.0018|EUR:+0.0001|NZD:-0.0002|g:14409:0.67024130:0.67131607:0.66675556,momentum,continuation,support,bearish,14410,14411,2026-01-13 13:00:00+00:00,2026-01-13 14:00:00+00:00,0.6713160743117332,0.6714503375265956,0.6714503375265956,0.6707924477737702,3.9,3043.6407,3043.6407,30.4364,152182.0347,-30.4364,-0.00019999999999995726,-0.01,-1.0,margin_stop,3.9000000000000004
392,GBPUSD=X,short,alexg5|GBPUSD|USD>AUD|bearish|continuation|support|momentum|USD:+0.0035|EUR:+0.0003|GBP:+0.0002|CAD:-0.0005|g:14317:1.34359837:1.34572184:1.33935142,momentum,continuation,support,bearish,14335,14337,2026-01-14 09:00:00+00:00,2026-01-14 11:00:00+00:00,1.3457218408584595,1.3446694863789082,1.3459909852266312,1.3446694863789082,3.91,3013.2043,3013.2043,30.132,150660.2144,117.8163,0.0007820000000000039,0.0391000000000002,3.9100000000000197,take_profit,3.9099999999999997
393,GBPJPY=X,short,alexg5|GBPJPY|JPY>USD|bearish|continuation|support|momentum|JPY:+0.0054|CHF:+0.0022|CAD:+0.0010|NZD:+0.0009|g:14346:212.58700562:213.07759250:210.79699707,momentum,continuation,support,bearish,14351,14352,2026-01-14 21:00:00+00:00,2026-01-14 22:00:00+00:00,213.0775924987793,212.912193654701,213.12020801727905,212.912193654701,3.8812,3131.0206,3131.0206,31.3102,156551.0288,121.5208,0.0007762376237624803,0.038811881188124016,3.881188118812401,take_profit,3.8811881188118815
394,GBPUSD=X,long,alexg5|GBPUSD|CHF>USD|bullish|bounce|support|rejection|CHF:+0.0099|EUR:+0.0061|NZD:+0.0053|AUD:+0.0030|g:14443:1.34457397:1.34213352:1.34945488,rejection,bounce,support,bullish,14454,14455,2026-01-21 09:00:00+00:00,2026-01-21 10:00:00+00:00,1.3421335220336914,1.3418650953292848,1.3418650953292848,1.343167754335964,3.8529,3252.5414,3252.5414,32.5254,162627.0687,-32.5254,-0.0001999999999999211,-0.009999999999999998,-1.0,margin_stop,3.8529411764705883
395,USDCHF=X,long,alexg5|USDCHF|AUD>GBP|bullish|continuation|resistance|momentum|AUD:+0.0030|NZD:+0.0012|USD:+0.0011|JPY:+0.0005|g:14411:0.79281002:0.79059719:0.79794002,momentum,continuation,resistance,bullish,14413,14414,2026-01-21 11:00:00+00:00,2026-01-21 12:00:00+00:00,0.7905971917510033,0.7904390723126531,0.7904390723126531,0.7912079668363953,3.8627,3220.016,3220.016,32.2002,161000.798,-32.2002,-0.00020000000000000118,-0.01,-1.0,margin_stop,3.8627450980392157
396,EURJPY=X,short,alexg5|EURJPY|AUD>CHF|bearish|continuation|support|momentum|AUD:+0.0038|NZD:+0.0020|USD:+0.0010|JPY:+0.0007|g:14474:184.89500427:185.21650696:184.25199890,momentum,continuation,support,bearish,14480,14481,2026-01-22 03:00:00+00:00,2026-01-22 04:00:00+00:00,185.2165069580078,185.25355025939942,185.25355025939942,185.07305495752072,3.8725,3187.8158,3187.8158,31.8782,159390.79,-31.8782,-0.00020000000000002186,-0.01,-1.0,margin_stop,3.872549019607843
397,EURUSD=X,short,alexg5|EURUSD|AUD>CHF|bearish|continuation|support|momentum|AUD:+0.0041|CAD:+0.0023|USD:+0.0009|NZD:+0.0002|g:14458:1.17054892:1.17381895:1.16400886,momentum,continuation,support,bearish,14483,14484,2026-01-22 16:00:00+00:00,2026-01-22 17:00:00+00:00,1.1738189458847046,1.1740537096738815,1.1740537096738815,1.172907509997312,3.8824,3155.9376,3155.9376,31.5594,157796.8821,-31.5594,-0.00019999999999993252,-0.01,-1.0,margin_stop,3.8823529411764706
398,GBPJPY=X,short,alexg5|GBPJPY|CHF>USD|bearish|continuation|support|three_black_crows|CHF:+0.0162|AUD:+0.0119|CAD:+0.0101|NZD:+0.0091|g:14572:210.55700684:211.03450775:209.60200500,three_black_crows,continuation,support,bearish,14583,14584,2026-01-28 15:00:00+00:00,2026-01-28 16:00:00+00:00,211.03450775146484,211.07671465301513,211.07671465301513,210.87023186994068,3.8922,3124.3783,3124.3783,31.2438,156218.9133,-31.2438,-0.00019999999999997198,-0.01,-1.0,margin_stop,3.892156862745098
399,GBPUSD=X,long,alexg5|GBPUSD|AUD>USD|bullish|continuation|resistance|momentum|AUD:+0.0127|NZD:+0.0108|CAD:+0.0058|GBP:+0.0031|g:14591:1.38335550:1.38160008:1.38686633,momentum,continuation,resistance,bullish,14596,14597,2026-01-29 08:00:00+00:00,2026-01-29 09:00:00+00:00,1.3816000819206238,1.3813237619042398,1.3813237619042398,1.3826782717884751,3.902,3093.1345,3093.1345,30.9313,154656.7242,-30.9313,-0.00019999999999991102,-0.01,-1.0,margin_stop,3.9019607843137254
400,USDJPY=X,long,alexg5|USDJPY|AUD>JPY|bullish|bounce|support|rejection|AUD:+0.0094|NZD:+0.0069|GBP:+0.0043|CAD:+0.0035|g:14512:153.31599426:152.99867680:154.04699707,rejection,bounce,support,bullish,14519,14520,2026-01-29 15:00:00+00:00,2026-01-29 16:00:00+00:00,152.99867680358886,152.96807706822815,152.96807706822815,153.11837576838224,3.9118,3062.2031,3062.2031,30.622,153110.1569,-30.622,-0.00019999999999994724,-0.01,-1.0,margin_stop,3.9117647058823533
401,AUDUSD=X,short,alexg5|AUDUSD|JPY>AUD|bearish|continuation|support|momentum|JPY:+0.0053|CHF:+0.0016|CAD:+0.0004|USD:-0.0000|g:14698:0.69808030:0.70157796:0.69108498,momentum,continuation,support,bearish,14699,14700,2026-01-29 16:00:00+00:00,2026-01-29 17:00:00+00:00,0.7015779614448547,0.7017182770371437,0.7017182770371437,0.701027704220192,3.9216,3031.5811,3031.5811,30.3158,151579.0554,-30.3158,-0.00020000000000003798,-0.01,-1.0,margin_stop,3.9215686274509802
402,USDCHF=X,short,alexg5|USDCHF|CHF>USD|bearish|continuation|support|momentum|CHF:+0.0050|CAD:+0.0049|NZD:+0.0029|JPY:+0.0014|g:14565:0.76424998:0.76625496:0.76024002,momentum,continuation,support,bearish,14566,14567,2026-01-29 22:00:00+00:00,2026-01-29 23:00:00+00:00,0.7662549614906311,0.7656524747464002,0.7664082124829292,0.7656524747464002,3.9314,3001.2653,3001.2653,30.0127,150063.2648,117.9909,0.0007862745098039784,0.039313725490198924,3.9313725490198923,take_profit,3.931372549019608
403,EURUSD=X,long,alexg5|EURUSD|CAD>USD|bullish|bounce|support|bullish_engulfing|CAD:+0.0051|CHF:+0.0046|NZD:+0.0043|AUD:+0.0025|g:14606:1.19674480:1.19364965:1.20293510,bullish_engulfing,bounce,support,bullish,14610,14611,2026-01-30 00:00:00+00:00,2026-01-30 01:00:00+00:00,1.1936496496200562,1.1934109196901321,1.1934109196901321,1.1945813916766528,3.9029,3119.2562,3119.2562,31.1926,155962.8108,-31.1926,-0.00020000000000000714,-0.01,-1.0,margin_stop,3.9029126213592233
404,NZDUSD=X,long,alexg5|NZDUSD|CAD>JPY|bullish|continuation|resistance|momentum|CAD:+0.0032|NZD:+0.0022|CHF:+0.0018|EUR:+0.0014|g:14708:0.60745960:0.60647857:0.60942167,momentum,continuation,resistance,bullish,14709,14710,2026-01-30 12:00:00+00:00,2026-01-30 13:00:00+00:00,0.6064785718917847,0.6063572761774063,0.6063572761774063,0.6069531560946436,3.9126,3088.0637,3088.0637,30.8806,154403.1827,-30.8806,-0.00019999999999999765,-0.01,-1.0,margin_stop,3.9126213592233006
405,AUDUSD=X,short,alexg5|AUDUSD|USD>CHF|bearish|bounce|resistance|rejection|USD:+0.0093|GBP:+0.0002|AUD:-0.0007|NZD:-0.0045|g:14739:0.70023108:0.70118460:0.69832402,rejection,bounce,resistance,bearish,14740,14741,2026-02-03 12:00:00+00:00,2026-02-03 13:00:00+00:00,0.7011846005916595,0.7013248375117779,0.7013248375117779,0.7006345450991566,3.9223,3057.183,3057.183,30.5718,152859.1509,-30.5718,-0.00019999999999999822,-0.01,-1.0,margin_stop,3.9223300970873787
406,USDJPY=X,short,alexg5|USDJPY|JPY>GBP|bearish|continuation|support|momentum|JPY:+0.0123|AUD:+0.0045|CAD:+0.0018|NZD:+0.0015|g:14692:153.60800171:154.07550049:152.67300415,momentum,continuation,support,bearish,14703,14704,2026-02-11 13:00:00+00:00,2026-02-11 14:00:00+00:00,154.07550048828125,153.9543343179944,154.1063155883789,153.9543343179944,3.932,3026.6112,3026.6112,30.2661,151330.5594,119.0075,0.0007864077669899043,0.039320388349495215,3.9320388349495214,take_profit,3.9320388349514563
407,NZDUSD=X,short,alexg5|NZDUSD|USD>AUD|bearish|continuation|support|momentum|USD:+0.0049|JPY:+0.0016|EUR:-0.0010|GBP:-0.0026|g:14920:0.60215575:0.60374275:0.59898174,momentum,continuation,support,bearish,14922,14923,2026-02-13 13:00:00+00:00,2026-02-13 14:00:00+00:00,0.6037427484989166,0.6038634970486164,0.6038634970486164,0.6032713647375886,3.9038,3145.6187,3145.6187,31.4562,157280.9357,-31.4562,-0.0002000000000000103,-0.01,-1.0,margin_stop,3.9038461538461537
408,AUDUSD=X,short,alexg5|AUDUSD|USD>AUD|bearish|continuation|support|momentum|USD:+0.0036|GBP:-0.0002|EUR:-0.0005|JPY:-0.0011|g:14929:0.70646411:0.70817021:0.70175439,momentum,continuation,support,bearish,14933,14934,2026-02-13 14:00:00+00:00,2026-02-13 15:00:00+00:00,0.7081702054142952,0.7076159260419808,0.708311839455378,0.7076159260419808,3.9135,3114.1625,3114.1625,31.1416,155708.1264,121.8716,0.0007826923076920219,0.0391346153846011,3.9134615384601097,take_profit,3.9134615384615383
409,AUDUSD=X,short,alexg5|AUDUSD|JPY>GBP|bearish|continuation|support|three_black_crows|JPY:+0.0039|USD:+0.0033|EUR:-0.0002|CHF:-0.0019|g:14979:0.70501971:0.70665237:0.70175439,three_black_crows,continuation,support,bearish,14982,14983,2026-02-17 16:00:00+00:00,2026-02-17 17:00:00+00:00,0.7066523730754852,0.7067937035501003,0.7067937035501003,0.7061032032312667,3.8857,3236.0341,3236.0341,32.3603,161801.704,-32.3603,-0.00019999999999995399,-0.01,-1.0,margin_stop,3.885714285714286
410,USDJPY=X,long,alexg5|USDJPY|USD>NZD|bullish|continuation|resistance|momentum|USD:+0.0060|GBP:+0.0012|EUR:-0.0008|CHF:-0.0031|g:14826:154.73899841:154.35926857:155.63299561,momentum,continuation,resistance,bullish,14827,14828,2026-02-18 19:00:00+00:00,2026-02-18 20:00:00+00:00,154.3592685699463,154.47952179060366,154.3283967162323,154.47952179060366,3.8952,3203.6737,3203.6737,32.0367,160183.687,124.7907,0.0007790476190476977,0.03895238095238488,3.8952380952384886,take_profit,3.895238095238095
411,AUDUSD=X,short,alexg5|AUDUSD|USD>NZD|bearish|continuation|support|momentum|USD:+0.0060|GBP:+0.0012|EUR:-0.0008|CHF:-0.0031|g:15008:0.70541757:0.70724916:0.70175439,momentum,continuation,support,bearish,15016,15017,2026-02-19 02:00:00+00:00,2026-02-19 03:00:00+00:00,0.7072491645812988,0.7067020473030381,0.707390614414215,0.7067020473030381,3.8679,3328.4645,3328.4645,33.2846,166423.223,128.7425,0.0007735849056599941,0.03867924528299971,3.867924528299971,take_profit,3.8679245283018866
412,GBPJPY=X,long,alexg5|GBPJPY|GBP>JPY|bullish|continuation|resistance|momentum|GBP:+0.0024|EUR:+0.0009|USD:+0.0008|AUD:-0.0001|g:14960:209.59599304:209.13449097:210.51899719,momentum,continuation,resistance,bullish,14962,14963,2026-02-20 15:00:00+00:00,2026-02-20 16:00:00+00:00,209.13449096679688,209.0926640686035,209.0926640686035,209.29515316453026,3.8411,3457.207,3457.207,34.5721,172860.3476,-34.5721,-0.00020000000000002023,-0.01,-1.0,margin_stop,3.8411214953271027
413,EURJPY=X,short,alexg5|EURJPY|JPY>USD|bearish|continuation|support|momentum|JPY:+0.0050|CHF:+0.0026|NZD:+0.0013|CAD:+0.0010|g:14989:182.13600159:182.35800171:181.69200134,momentum,continuation,support,bearish,14992,14994,2026-02-23 18:00:00+00:00,2026-02-23 20:00:00+00:00,182.35800170898438,182.39447330932617,182.39447330932617,182.21756900486454,3.8505,3422.6349,3422.6349,34.2263,171131.7441,-34.2263,-0.00020000000000000722,-0.01,-1.0,margin_stop,3.850467289719626
414,NZDUSD=X,long,alexg5|NZDUSD|CHF>GBP|bullish|continuation|resistance|momentum|CHF:+0.0064|CAD:+0.0024|NZD:+0.0018|EUR:+0.0012|g:15171:0.59887409:0.59759545:0.60143137,momentum,continuation,resistance,bullish,15174,15175,2026-03-02 04:00:00+00:00,2026-03-02 05:00:00+00:00,0.5975954532623291,0.5974759341716767,0.5974759341716767,0.5980567746122306,3.8598,3388.4085,3388.4085,33.8841,169420.4267,-33.8841,-0.00019999999999996076,-0.010000000000000002,-1.0,margin_stop,3.8598130841121496
415,GBPJPY=X,short,alexg5|GBPJPY|USD>AUD|bearish|continuation|support|momentum|USD:+0.0046|CHF:+0.0034|CAD:+0.0003|EUR:-0.0016|g:15095:209.92700195:210.62492029:208.07600403,momentum,continuation,support,bearish,15101,15102,2026-03-02 12:00:00+00:00,2026-03-02 13:00:00+00:00,210.62492028808595,210.66704527214355,210.66704527214355,210.46193203201258,3.8692,3354.5244,3354.5244,33.5452,167726.2224,-33.5452,-0.00019999999999995694,-0.009999999999999998,-1.0,margin_stop,3.869158878504673
416,GBPUSD=X,short,alexg5|GBPUSD|USD>CHF|bearish|continuation|support|momentum|USD:+0.0085|GBP:+0.0008|CAD:-0.0028|JPY:-0.0046|g:15100:1.33722019:1.33993608:1.33178842,momentum,continuation,support,bearish,15102,15103,2026-03-02 17:00:00+00:00,2026-03-02 18:00:00+00:00,1.339936077594757,1.340204064810276,1.340204064810276,1.3388966879270903,3.8785,3320.9792,3320.9792,33.2098,166048.9602,-33.2098,-0.0001999999999999658,-0.01,-1.0,margin_stop,3.878504672897196
417,USDJPY=X,long,alexg5|USDJPY|USD>CHF|bullish|bounce|support|rejection|USD:+0.0053|AUD:+0.0015|JPY:+0.0006|GBP:+0.0002|g:15026:157.39199829:157.21149445:157.75300598,rejection,bounce,support,bullish,15027,15028,2026-03-03 06:00:00+00:00,2026-03-03 07:00:00+00:00,157.21149444580078,157.18005214691163,157.18005214691163,157.33373740222962,3.8879,3287.7694,3287.7694,32.8777,164388.4706,-32.8777,-0.00019999999999991322,-0.01,-1.0,margin_stop,3.88785046728972
418,USDCHF=X,long,alexg5|USDCHF|USD>AUD|bullish|continuation|resistance|momentum|USD:+0.0053|JPY:+0.0044|CHF:-0.0010|CAD:-0.0014|g:15091:0.78162998:0.77949836:0.78786999,momentum,continuation,resistance,bullish,15094,15095,2026-03-04 07:00:00+00:00,2026-03-04 08:00:00+00:00,0.7794983640313149,0.7801059356533729,0.7793424643585086,0.7801059356533729,3.8972,3254.8917,3254.8917,32.5489,162744.5859,126.8495,0.0007794392523364387,0.03897196261682193,3.897196261682194,take_profit,3.8971962616822426
419,EURUSD=X,long,alexg5|EURUSD|NZD>USD|bullish|continuation|resistance|momentum|NZD:+0.0074|AUD:+0.0055|CHF:+0.0035|JPY:+0.0030|g:15150:1.16441548:1.16162624:1.18371212,momentum,continuation,resistance,bullish,15158,15159,2026-03-05 03:00:00+00:00,2026-03-05 04:00:00+00:00,1.1616262406110764,1.1613939153629542,1.1613939153629542,1.1625254253676975,3.8704,3381.7412,3381.7412,33.8174,169087.0618,-33.8174,-0.00020000000000000635,-0.01,-1.0,margin_stop,3.8703703703703702
420,NZDUSD=X,long,alexg5|NZDUSD|CHF>USD|bullish|bounce|support|bullish_engulfing|CHF:+0.0057|CAD:+0.0021|NZD:+0.0021|EUR:+0.0013|g:15251:0.59238195:0.59187225:0.59340137,bullish_engulfing,bounce,support,bullish,15252,15253,2026-03-05 10:00:00+00:00,2026-03-05 11:00:00+00:00,0.5918722450733185,0.5923314940931067,0.5917538706243038,0.5923314940931067,3.8796,3347.9238,3347.9238,33.4792,167396.1912,129.887,0.0007759259259256731,0.03879629629628366,3.8796296296283654,take_profit,3.8796296296296293
421,AUDUSD=X,long,alexg5|AUDUSD|NZD>GBP|bullish|bounce|support|rejection|NZD:+0.0030|AUD:+0.0015|CAD:+0.0014|CHF:+0.0014|g:15260:0.70333380:0.70141894:0.70716351,rejection,bounce,support,bullish,15267,15268,2026-03-05 15:00:00+00:00,2026-03-05 16:00:00+00:00,0.701418936252594,0.7012786524653435,0.7012786524653435,0.7019594792860363,3.8532,3477.8109,3477.8109,34.7781,173890.5434,-34.7781,-0.00019999999999998152,-0.01,-1.0,margin_stop,3.8532110091743115
422,EURJPY=X,short,alexg5|EURJPY|USD>AUD|bearish|bounce|resistance|bearish_engulfing|USD:+0.0073|GBP:-0.0005|JPY:-0.0019|EUR:-0.0028|g:15184:182.63299561:182.88149261:182.13600159,bearish_engulfing,bounce,resistance,bearish,15186,15187,2026-03-05 21:00:00+00:00,2026-03-05 22:00:00+00:00,182.8814926147461,182.91806891326902,182.91806891326902,182.74022085623093,3.8624,3443.0328,3443.0328,34.4303,172151.638,-34.4303,-0.0001999999999999003,-0.01,-1.0,margin_stop,3.862385321100918
423,GBPJPY=X,short,alexg5|GBPJPY|USD>AUD|bearish|continuation|support|momentum|USD:+0.0062|JPY:+0.0046|CAD:-0.0007|GBP:-0.0030|g:15137:209.99200439:210.88299615:207.93499756,momentum,continuation,support,bearish,15190,15191,2026-03-06 05:00:00+00:00,2026-03-06 06:00:00+00:00,210.88299615478516,210.9251727540161,210.9251727540161,210.71970693574426,3.8716,3408.6024,3408.6024,34.086,170430.1216,-34.086,-0.00019999999999992753,-0.01,-1.0,margin_stop,3.871559633027523
424,EURUSD=X,short,alexg5|EURUSD|USD>NZD|bearish|continuation|support|momentum|USD:+0.0049|GBP:-0.0004|JPY:-0.0014|EUR:-0.0019|g:15190:1.15660417:1.15813845:1.15353560,momentum,continuation,support,bearish,15192,15193,2026-03-06 13:00:00+00:00,2026-03-06 14:00:00+00:00,1.1581384539604187,1.1572395685181704,1.1583700816512108,1.1572395685181704,3.8807,3374.5164,3374.5164,33.7452,168725.8204,130.956,0.0007761467889908911,0.03880733944954455,3.8807339449544553,take_profit,3.8807339449541285
425,GBPJPY=X,long,alexg5|GBPJPY|CAD>USD|bullish|continuation|resistance|momentum|CAD:+0.0068|GBP:+0.0054|CHF:+0.0054|AUD:+0.0028|g:15201:211.19400024:210.73249817:212.11700439,momentum,continuation,resistance,bullish,15208,15209,2026-03-09 00:00:00+00:00,2026-03-09 01:00:00+00:00,210.7324981689453,210.89495376753374,210.69035166931153,210.89495376753374,3.8545,3505.4724,3505.4724,35.0547,175273.6206,135.12,0.0007709090909090888,0.03854545454545444,3.854545454545444,take_profit,3.8545454545454545
426,EURUSD=X,short,alexg5|EURUSD|AUD>CHF|bearish|continuation|support|momentum|AUD:+0.0045|USD:+0.0028|GBP:+0.0000|EUR:-0.0017|g:15262:1.15848005:1.16095227:1.15353560,momentum,continuation,support,bearish,15264,15265,2026-03-11 14:00:00+00:00,2026-03-11 15:00:00+00:00,1.1609522700309753,1.160063252526898,1.1611844604849815,1.160063252526898,3.8288,3640.5924,3640.5924,36.4059,182029.622,139.3921,0.0007657657657654768,0.038288288288273846,3.8288288288273846,take_profit,3.828828828828829
427,GBPUSD=X,short,alexg5|GBPUSD|AUD>CHF|bearish|continuation|support|momentum|AUD:+0.0045|USD:+0.0028|GBP:+0.0000|EUR:-0.0017|g:15264:1.33999753:1.34410208:1.33178842,momentum,continuation,support,bearish,15266,15267,2026-03-11 14:00:00+00:00,2026-03-11 15:00:00+00:00,1.3441020846366882,1.3430728172745796,1.3443709050536155,1.3430728172745796,3.8288,3604.1865,3640.5924,36.0419,180209.3258,137.9981,0.0007657657657653533,0.03828828828826767,3.828828828826767,take_profit,3.828828828828829
428,USDJPY=X,long,alexg5|USDJPY|USD>CAD|bullish|bounce|support|bullish_engulfing|USD:+0.0019|JPY:+0.0016|NZD:+0.0015|AUD:-0.0008|g:15242:159.34800720:159.18000793:159.68400574,bullish_engulfing,bounce,support,bullish,15245,15246,2026-03-16 11:00:00+00:00,2026-03-16 12:00:00+00:00,159.1800079345703,159.1481719329834,159.1481719329834,159.30030857773505,3.7788,3917.9826,3917.9826,39.1798,195899.1312,-39.1798,-0.00020000000000006598,-0.010000000000000002,-1.0,margin_stop,3.7787610619469025
429,GBPJPY=X,long,alexg5|GBPJPY|AUD>USD|bullish|continuation|resistance|momentum|AUD:+0.0092|GBP:+0.0043|NZD:+0.0035|CHF:+0.0033|g:15360:212.20199585:211.86049652:212.88499451,momentum,continuation,resistance,bullish,15362,15363,2026-03-17 11:00:00+00:00,2026-03-17 12:00:00+00:00,211.8604965209961,212.02098553428988,211.8181244216919,212.02098553428988,3.7876,3878.8028,3878.8028,38.788,193940.1399,146.9139,0.0007575221238938188,0.03787610619469093,3.7876106194690933,take_profit,3.7876106194690267
